Country,Requests,Dates
BF,115000,2016-05-01 00:00:00
TG,101000,2016-05-01 00:00:00
PF,96000,2016-05-01 00:00:00
GL,91000,2016-05-01 00:00:00
SB,91000,2016-05-01 00:00:00
TL,90000,2016-05-01 00:00:00
AS,86000,2016-05-01 00:00:00
AD,81000,2016-05-01 00:00:00
CV,77000,2016-05-01 00:00:00
VU,72000,2016-05-01 00:00:00
NE,71000,2016-05-01 00:00:00
BQ,66000,2016-05-01 00:00:00
LI,64000,2016-05-01 00:00:00
CG,62000,2016-05-01 00:00:00
GF,58000,2016-05-01 00:00:00
WS,52000,2016-05-01 00:00:00
TD,46000,2016-05-01 00:00:00
AI,45000,2016-05-01 00:00:00
TO,40000,2016-05-01 00:00:00
FM,38000,2016-05-01 00:00:00
MF,38000,2016-05-01 00:00:00
MH,31000,2016-05-01 00:00:00
CK,31000,2016-05-01 00:00:00
ER,27000,2016-05-01 00:00:00
SM,25000,2016-05-01 00:00:00
FK,23000,2016-05-01 00:00:00
PW,23000,2016-05-01 00:00:00
GQ,22000,2016-05-01 00:00:00
YT,20000,2016-05-01 00:00:00
BL,17000,2016-05-01 00:00:00
GW,14000,2016-05-01 00:00:00
KI,14000,2016-05-01 00:00:00
VA,14000,2016-05-01 00:00:00
MS,12000,2016-05-01 00:00:00
CF,9000,2016-05-01 00:00:00
IO,9000,2016-05-01 00:00:00
NR,8000,2016-05-01 00:00:00
PM,7000,2016-05-01 00:00:00
KP,7000,2016-05-01 00:00:00
ST,7000,2016-05-01 00:00:00
KM,6000,2016-05-01 00:00:00
NU,4000,2016-05-01 00:00:00
TV,2000,2016-05-01 00:00:00
WF,1000,2016-05-01 00:00:00
CX,1000,2016-05-01 00:00:00
SJ,1000,2016-05-01 00:00:00
US,3014595000,2016-06-01 00:00:00
GB,715277000,2016-06-01 00:00:00
IN,505299000,2016-06-01 00:00:00
CA,326068000,2016-06-01 00:00:00
IR,303105000,2016-06-01 00:00:00
AU,229116000,2016-06-01 00:00:00
DE,146793000,2016-06-01 00:00:00
PH,108453000,2016-06-01 00:00:00
FR,82804000,2016-06-01 00:00:00
NL,70556000,2016-06-01 00:00:00
PK,62778000,2016-06-01 00:00:00
IE,62688000,2016-06-01 00:00:00
MY,59714000,2016-06-01 00:00:00
BR,59149000,2016-06-01 00:00:00
ID,54796000,2016-06-01 00:00:00
IT,53926000,2016-06-01 00:00:00
CN,53615000,2016-06-01 00:00:00
SG,52229000,2016-06-01 00:00:00
SE,49843000,2016-06-01 00:00:00
ZA,43913000,2016-06-01 00:00:00
NZ,42338000,2016-06-01 00:00:00
ES,42088000,2016-06-01 00:00:00
JP,40789000,2016-06-01 00:00:00
RU,40299000,2016-06-01 00:00:00
PL,39080000,2016-06-01 00:00:00
MX,33378000,2016-06-01 00:00:00
NG,32278000,2016-06-01 00:00:00
GR,30838000,2016-06-01 00:00:00
TR,30641000,2016-06-01 00:00:00
AE,29396000,2016-06-01 00:00:00
RO,27925000,2016-06-01 00:00:00
DK,27689000,2016-06-01 00:00:00
NO,27592000,2016-06-01 00:00:00
FI,27493000,2016-06-01 00:00:00
KR,26425000,2016-06-01 00:00:00
HK,26259000,2016-06-01 00:00:00
BE,25396000,2016-06-01 00:00:00
TH,24458000,2016-06-01 00:00:00
IL,23290000,2016-06-01 00:00:00
BD,22497000,2016-06-01 00:00:00
CH,21143000,2016-06-01 00:00:00
TW,20210000,2016-06-01 00:00:00
AF,19665000,2016-06-01 00:00:00
SA,18258000,2016-06-01 00:00:00
PT,17873000,2016-06-01 00:00:00
--,17823000,2016-06-01 00:00:00
RS,17696000,2016-06-01 00:00:00
CZ,17474000,2016-06-01 00:00:00
VN,17123000,2016-06-01 00:00:00
UA,16538000,2016-06-01 00:00:00
HU,16286000,2016-06-01 00:00:00
HR,15381000,2016-06-01 00:00:00
AR,15103000,2016-06-01 00:00:00
AT,15003000,2016-06-01 00:00:00
KE,14063000,2016-06-01 00:00:00
BG,13461000,2016-06-01 00:00:00
EG,11585000,2016-06-01 00:00:00
LK,10840000,2016-06-01 00:00:00
NP,9427000,2016-06-01 00:00:00
CO,9269000,2016-06-01 00:00:00
CL,8911000,2016-06-01 00:00:00
SI,8593000,2016-06-01 00:00:00
GH,8181000,2016-06-01 00:00:00
SK,8040000,2016-06-01 00:00:00
LT,6528000,2016-06-01 00:00:00
PE,6477000,2016-06-01 00:00:00
QA,6319000,2016-06-01 00:00:00
EE,5950000,2016-06-01 00:00:00
BA,5603000,2016-06-01 00:00:00
TZ,5534000,2016-06-01 00:00:00
KW,5337000,2016-06-01 00:00:00
MA,5332000,2016-06-01 00:00:00
PR,5300000,2016-06-01 00:00:00
AL,5185000,2016-06-01 00:00:00
VE,4955000,2016-06-01 00:00:00
LB,4904000,2016-06-01 00:00:00
ET,4818000,2016-06-01 00:00:00
MK,4731000,2016-06-01 00:00:00
GE,4639000,2016-06-01 00:00:00
LV,4420000,2016-06-01 00:00:00
IQ,4199000,2016-06-01 00:00:00
TT,4066000,2016-06-01 00:00:00
DZ,3805000,2016-06-01 00:00:00
UG,3684000,2016-06-01 00:00:00
MM,3638000,2016-06-01 00:00:00
JM,3600000,2016-06-01 00:00:00
AZ,3455000,2016-06-01 00:00:00
BH,3439000,2016-06-01 00:00:00
CR,3388000,2016-06-01 00:00:00
MT,3314000,2016-06-01 00:00:00
CY,3130000,2016-06-01 00:00:00
KZ,3118000,2016-06-01 00:00:00
OM,3089000,2016-06-01 00:00:00
MU,3064000,2016-06-01 00:00:00
JO,3027000,2016-06-01 00:00:00
DO,2965000,2016-06-01 00:00:00
EC,2935000,2016-06-01 00:00:00
ZM,2862000,2016-06-01 00:00:00
IS,2853000,2016-06-01 00:00:00
ZW,2606000,2016-06-01 00:00:00
KH,2603000,2016-06-01 00:00:00
LU,2566000,2016-06-01 00:00:00
BY,2513000,2016-06-01 00:00:00
PA,2407000,2016-06-01 00:00:00
TN,2189000,2016-06-01 00:00:00
AM,2121000,2016-06-01 00:00:00
UY,1914000,2016-06-01 00:00:00
BN,1894000,2016-06-01 00:00:00
MD,1883000,2016-06-01 00:00:00
GT,1599000,2016-06-01 00:00:00
AO,1542000,2016-06-01 00:00:00
ME,1403000,2016-06-01 00:00:00
MN,1349000,2016-06-01 00:00:00
CM,1193000,2016-06-01 00:00:00
SD,1192000,2016-06-01 00:00:00
SV,1170000,2016-06-01 00:00:00
BB,1167000,2016-06-01 00:00:00
HN,1158000,2016-06-01 00:00:00
BS,1154000,2016-06-01 00:00:00
BO,1154000,2016-06-01 00:00:00
NA,1116000,2016-06-01 00:00:00
BW,1041000,2016-06-01 00:00:00
FJ,1039000,2016-06-01 00:00:00
PY,995000,2016-06-01 00:00:00
MV,992000,2016-06-01 00:00:00
JE,901000,2016-06-01 00:00:00
RW,892000,2016-06-01 00:00:00
IM,831000,2016-06-01 00:00:00
MZ,829000,2016-06-01 00:00:00
GY,823000,2016-06-01 00:00:00
PS,802000,2016-06-01 00:00:00
MO,800000,2016-06-01 00:00:00
SY,799000,2016-06-01 00:00:00
MW,770000,2016-06-01 00:00:00
GU,739000,2016-06-01 00:00:00
UZ,709000,2016-06-01 00:00:00
NI,704000,2016-06-01 00:00:00
CI,680000,2016-06-01 00:00:00
SR,638000,2016-06-01 00:00:00
SO,634000,2016-06-01 00:00:00
LY,603000,2016-06-01 00:00:00
LR,563000,2016-06-01 00:00:00
GG,557000,2016-06-01 00:00:00
PG,531000,2016-06-01 00:00:00
KG,489000,2016-06-01 00:00:00
SN,486000,2016-06-01 00:00:00
SL,461000,2016-06-01 00:00:00
AW,455000,2016-06-01 00:00:00
BZ,446000,2016-06-01 00:00:00
CW,445000,2016-06-01 00:00:00
LA,443000,2016-06-01 00:00:00
TJ,442000,2016-06-01 00:00:00
BM,439000,2016-06-01 00:00:00
KY,431000,2016-06-01 00:00:00
CD,418000,2016-06-01 00:00:00
MG,410000,2016-06-01 00:00:00
HT,401000,2016-06-01 00:00:00
LC,399000,2016-06-01 00:00:00
BT,392000,2016-06-01 00:00:00
GI,377000,2016-06-01 00:00:00
CU,364000,2016-06-01 00:00:00
AG,347000,2016-06-01 00:00:00
YE,342000,2016-06-01 00:00:00
VI,320000,2016-06-01 00:00:00
LS,317000,2016-06-01 00:00:00
FO,303000,2016-06-01 00:00:00
TM,290000,2016-06-01 00:00:00
RE,269000,2016-06-01 00:00:00
GM,260000,2016-06-01 00:00:00
XK,255000,2016-06-01 00:00:00
SS,250000,2016-06-01 00:00:00
DM,232000,2016-06-01 00:00:00
SZ,227000,2016-06-01 00:00:00
BJ,224000,2016-06-01 00:00:00
SC,213000,2016-06-01 00:00:00
GD,203000,2016-06-01 00:00:00
KN,181000,2016-06-01 00:00:00
GN,178000,2016-06-01 00:00:00
SX,172000,2016-06-01 00:00:00
DJ,165000,2016-06-01 00:00:00
MP,160000,2016-06-01 00:00:00
GP,145000,2016-06-01 00:00:00
MC,142000,2016-06-01 00:00:00
MQ,135000,2016-06-01 00:00:00
BI,133000,2016-06-01 00:00:00
TC,127000,2016-06-01 00:00:00
ML,127000,2016-06-01 00:00:00
MH,118000,2016-06-01 00:00:00
AX,117000,2016-06-01 00:00:00
VC,116000,2016-06-01 00:00:00
VG,116000,2016-06-01 00:00:00
BF,109000,2016-06-01 00:00:00
GA,108000,2016-06-01 00:00:00
NC,105000,2016-06-01 00:00:00
PF,98000,2016-06-01 00:00:00
TL,96000,2016-06-01 00:00:00
TG,93000,2016-06-01 00:00:00
MR,92000,2016-06-01 00:00:00
CG,88000,2016-06-01 00:00:00
SB,85000,2016-06-01 00:00:00
GL,83000,2016-06-01 00:00:00
BQ,80000,2016-06-01 00:00:00
CV,73000,2016-06-01 00:00:00
AD,72000,2016-06-01 00:00:00
NE,70000,2016-06-01 00:00:00
GF,68000,2016-06-01 00:00:00
AS,68000,2016-06-01 00:00:00
VU,64000,2016-06-01 00:00:00
LI,63000,2016-06-01 00:00:00
WS,53000,2016-06-01 00:00:00
AI,43000,2016-06-01 00:00:00
TD,40000,2016-06-01 00:00:00
FM,38000,2016-06-01 00:00:00
TO,31000,2016-06-01 00:00:00
MF,31000,2016-06-01 00:00:00
CK,30000,2016-06-01 00:00:00
SM,25000,2016-06-01 00:00:00
PW,21000,2016-06-01 00:00:00
FK,20000,2016-06-01 00:00:00
GW,18000,2016-06-01 00:00:00
GQ,17000,2016-06-01 00:00:00
YT,17000,2016-06-01 00:00:00
BL,16000,2016-06-01 00:00:00
VA,14000,2016-06-01 00:00:00
KI,13000,2016-06-01 00:00:00
MS,10000,2016-06-01 00:00:00
ER,9000,2016-06-01 00:00:00
IO,8000,2016-06-01 00:00:00
ST,7000,2016-06-01 00:00:00
CF,7000,2016-06-01 00:00:00
NR,6000,2016-06-01 00:00:00
KP,6000,2016-06-01 00:00:00
PM,6000,2016-06-01 00:00:00
KM,6000,2016-06-01 00:00:00
NU,2000,2016-06-01 00:00:00
TV,1000,2016-06-01 00:00:00
WF,1000,2016-06-01 00:00:00
CX,1000,2016-06-01 00:00:00
NF,1000,2016-06-01 00:00:00
US,3132468000,2016-07-01 00:00:00
GB,740257000,2016-07-01 00:00:00
IN,611473000,2016-07-01 00:00:00
CA,361627000,2016-07-01 00:00:00
IR,332860000,2016-07-01 00:00:00
DE,243713000,2016-07-01 00:00:00
AU,226287000,2016-07-01 00:00:00
FR,169968000,2016-07-01 00:00:00
PH,114287000,2016-07-01 00:00:00
IT,86608000,2016-07-01 00:00:00
PK,72381000,2016-07-01 00:00:00
IE,67500000,2016-07-01 00:00:00
NL,64678000,2016-07-01 00:00:00
SE,63525000,2016-07-01 00:00:00
BR,59860000,2016-07-01 00:00:00
JP,57282000,2016-07-01 00:00:00
MY,57145000,2016-07-01 00:00:00
SG,52834000,2016-07-01 00:00:00
ID,51673000,2016-07-01 00:00:00
NZ,45881000,2016-07-01 00:00:00
ES,45832000,2016-07-01 00:00:00
ZA,44764000,2016-07-01 00:00:00
CN,43309000,2016-07-01 00:00:00
RU,41524000,2016-07-01 00:00:00
TH,37632000,2016-07-01 00:00:00
PL,36859000,2016-07-01 00:00:00
RO,36556000,2016-07-01 00:00:00
MX,32926000,2016-07-01 00:00:00
DK,32260000,2016-07-01 00:00:00
NG,31437000,2016-07-01 00:00:00
GR,30626000,2016-07-01 00:00:00
AE,29518000,2016-07-01 00:00:00
FI,28759000,2016-07-01 00:00:00
TR,28170000,2016-07-01 00:00:00
NO,26326000,2016-07-01 00:00:00
IL,25412000,2016-07-01 00:00:00
HK,25057000,2016-07-01 00:00:00
KR,24267000,2016-07-01 00:00:00
BD,22517000,2016-07-01 00:00:00
BE,21816000,2016-07-01 00:00:00
CH,20413000,2016-07-01 00:00:00
SA,20253000,2016-07-01 00:00:00
AF,20153000,2016-07-01 00:00:00
--,19479000,2016-07-01 00:00:00
RS,18413000,2016-07-01 00:00:00
PT,17433000,2016-07-01 00:00:00
UA,16983000,2016-07-01 00:00:00
TW,16951000,2016-07-01 00:00:00
VN,16819000,2016-07-01 00:00:00
CZ,16693000,2016-07-01 00:00:00
AR,16150000,2016-07-01 00:00:00
HR,16064000,2016-07-01 00:00:00
HU,15674000,2016-07-01 00:00:00
AT,15611000,2016-07-01 00:00:00
KE,14714000,2016-07-01 00:00:00
BG,14449000,2016-07-01 00:00:00
EG,12844000,2016-07-01 00:00:00
LK,10896000,2016-07-01 00:00:00
NP,9915000,2016-07-01 00:00:00
CO,9578000,2016-07-01 00:00:00
CL,9159000,2016-07-01 00:00:00
SI,7947000,2016-07-01 00:00:00
GH,7844000,2016-07-01 00:00:00
SK,7814000,2016-07-01 00:00:00
LT,6677000,2016-07-01 00:00:00
PE,6539000,2016-07-01 00:00:00
EE,6057000,2016-07-01 00:00:00
QA,6044000,2016-07-01 00:00:00
BA,5840000,2016-07-01 00:00:00
MA,5696000,2016-07-01 00:00:00
KW,5516000,2016-07-01 00:00:00
PR,5492000,2016-07-01 00:00:00
VE,5327000,2016-07-01 00:00:00
TZ,5296000,2016-07-01 00:00:00
AL,5098000,2016-07-01 00:00:00
LB,5061000,2016-07-01 00:00:00
MK,4786000,2016-07-01 00:00:00
LV,4534000,2016-07-01 00:00:00
GE,4509000,2016-07-01 00:00:00
IQ,4448000,2016-07-01 00:00:00
ET,4098000,2016-07-01 00:00:00
DZ,4080000,2016-07-01 00:00:00
MM,4062000,2016-07-01 00:00:00
KZ,3972000,2016-07-01 00:00:00
TT,3844000,2016-07-01 00:00:00
JO,3626000,2016-07-01 00:00:00
UG,3545000,2016-07-01 00:00:00
AZ,3457000,2016-07-01 00:00:00
JM,3429000,2016-07-01 00:00:00
CR,3413000,2016-07-01 00:00:00
BH,3354000,2016-07-01 00:00:00
CY,3353000,2016-07-01 00:00:00
MT,3155000,2016-07-01 00:00:00
IS,3155000,2016-07-01 00:00:00
MU,3092000,2016-07-01 00:00:00
DO,3056000,2016-07-01 00:00:00
OM,3042000,2016-07-01 00:00:00
EC,2874000,2016-07-01 00:00:00
KH,2671000,2016-07-01 00:00:00
PA,2582000,2016-07-01 00:00:00
ZM,2528000,2016-07-01 00:00:00
ZW,2433000,2016-07-01 00:00:00
BY,2334000,2016-07-01 00:00:00
TN,2300000,2016-07-01 00:00:00
LU,2191000,2016-07-01 00:00:00
UY,2049000,2016-07-01 00:00:00
AM,1942000,2016-07-01 00:00:00
MD,1802000,2016-07-01 00:00:00
BN,1750000,2016-07-01 00:00:00
GT,1736000,2016-07-01 00:00:00
ME,1621000,2016-07-01 00:00:00
AO,1553000,2016-07-01 00:00:00
MN,1445000,2016-07-01 00:00:00
SD,1329000,2016-07-01 00:00:00
BS,1229000,2016-07-01 00:00:00
SV,1222000,2016-07-01 00:00:00
BB,1206000,2016-07-01 00:00:00
HN,1174000,2016-07-01 00:00:00
BO,1164000,2016-07-01 00:00:00
NA,1162000,2016-07-01 00:00:00
CM,1111000,2016-07-01 00:00:00
MV,1063000,2016-07-01 00:00:00
FJ,1036000,2016-07-01 00:00:00
BW,999000,2016-07-01 00:00:00
PS,933000,2016-07-01 00:00:00
IM,922000,2016-07-01 00:00:00
JE,908000,2016-07-01 00:00:00
PY,887000,2016-07-01 00:00:00
RW,880000,2016-07-01 00:00:00
TJ,873000,2016-07-01 00:00:00
SY,829000,2016-07-01 00:00:00
MZ,793000,2016-07-01 00:00:00
GU,771000,2016-07-01 00:00:00
MO,754000,2016-07-01 00:00:00
LY,724000,2016-07-01 00:00:00
NI,709000,2016-07-01 00:00:00
GY,708000,2016-07-01 00:00:00
MW,688000,2016-07-01 00:00:00
SO,678000,2016-07-01 00:00:00
UZ,665000,2016-07-01 00:00:00
SR,612000,2016-07-01 00:00:00
CI,606000,2016-07-01 00:00:00
RE,575000,2016-07-01 00:00:00
GG,529000,2016-07-01 00:00:00
YE,493000,2016-07-01 00:00:00
GP,493000,2016-07-01 00:00:00
SN,476000,2016-07-01 00:00:00
PG,460000,2016-07-01 00:00:00
AW,445000,2016-07-01 00:00:00
CW,443000,2016-07-01 00:00:00
LR,439000,2016-07-01 00:00:00
BZ,434000,2016-07-01 00:00:00
LA,431000,2016-07-01 00:00:00
BM,427000,2016-07-01 00:00:00
LC,420000,2016-07-01 00:00:00
SL,419000,2016-07-01 00:00:00
KY,418000,2016-07-01 00:00:00
BT,414000,2016-07-01 00:00:00
CD,412000,2016-07-01 00:00:00
KG,375000,2016-07-01 00:00:00
HT,361000,2016-07-01 00:00:00
LS,359000,2016-07-01 00:00:00
FO,357000,2016-07-01 00:00:00
TM,335000,2016-07-01 00:00:00
MG,329000,2016-07-01 00:00:00
VI,320000,2016-07-01 00:00:00
AG,319000,2016-07-01 00:00:00
GI,306000,2016-07-01 00:00:00
MQ,294000,2016-07-01 00:00:00
XK,271000,2016-07-01 00:00:00
BJ,267000,2016-07-01 00:00:00
MR,262000,2016-07-01 00:00:00
SC,243000,2016-07-01 00:00:00
CU,239000,2016-07-01 00:00:00
GD,239000,2016-07-01 00:00:00
DM,232000,2016-07-01 00:00:00
GM,219000,2016-07-01 00:00:00
SZ,214000,2016-07-01 00:00:00
ML,182000,2016-07-01 00:00:00
KN,180000,2016-07-01 00:00:00
SX,174000,2016-07-01 00:00:00
GN,160000,2016-07-01 00:00:00
MP,159000,2016-07-01 00:00:00
DJ,156000,2016-07-01 00:00:00
SS,154000,2016-07-01 00:00:00
YT,151000,2016-07-01 00:00:00
VC,140000,2016-07-01 00:00:00
GF,135000,2016-07-01 00:00:00
BI,131000,2016-07-01 00:00:00
AX,123000,2016-07-01 00:00:00
TC,121000,2016-07-01 00:00:00
NC,120000,2016-07-01 00:00:00
MC,120000,2016-07-01 00:00:00
BF,112000,2016-07-01 00:00:00
VG,107000,2016-07-01 00:00:00
GA,104000,2016-07-01 00:00:00
TG,98000,2016-07-01 00:00:00
PF,92000,2016-07-01 00:00:00
TL,90000,2016-07-01 00:00:00
GL,85000,2016-07-01 00:00:00
SB,83000,2016-07-01 00:00:00
BQ,78000,2016-07-01 00:00:00
AD,75000,2016-07-01 00:00:00
NE,73000,2016-07-01 00:00:00
CG,71000,2016-07-01 00:00:00
CV,71000,2016-07-01 00:00:00
AS,67000,2016-07-01 00:00:00
LI,61000,2016-07-01 00:00:00
VU,60000,2016-07-01 00:00:00
TO,50000,2016-07-01 00:00:00
TD,50000,2016-07-01 00:00:00
WS,41000,2016-07-01 00:00:00
MF,37000,2016-07-01 00:00:00
FM,36000,2016-07-01 00:00:00
CK,33000,2016-07-01 00:00:00
AI,32000,2016-07-01 00:00:00
GQ,32000,2016-07-01 00:00:00
PW,28000,2016-07-01 00:00:00
MH,25000,2016-07-01 00:00:00
SM,25000,2016-07-01 00:00:00
FK,18000,2016-07-01 00:00:00
BL,17000,2016-07-01 00:00:00
GW,14000,2016-07-01 00:00:00
KI,14000,2016-07-01 00:00:00
CF,12000,2016-07-01 00:00:00
ER,10000,2016-07-01 00:00:00
MS,10000,2016-07-01 00:00:00
VA,10000,2016-07-01 00:00:00
IO,8000,2016-07-01 00:00:00
KP,7000,2016-07-01 00:00:00
NR,7000,2016-07-01 00:00:00
PM,6000,2016-07-01 00:00:00
KM,6000,2016-07-01 00:00:00
ST,6000,2016-07-01 00:00:00
TV,2000,2016-07-01 00:00:00
NU,1000,2016-07-01 00:00:00
WF,1000,2016-07-01 00:00:00
CX,1000,2016-07-01 00:00:00
US,3176409000,2016-08-01 00:00:00
GB,762697000,2016-08-01 00:00:00
IN,661237000,2016-08-01 00:00:00
CA,381087000,2016-08-01 00:00:00
IR,340723000,2016-08-01 00:00:00
DE,308902000,2016-08-01 00:00:00
AU,248665000,2016-08-01 00:00:00
FR,216621000,2016-08-01 00:00:00
PH,109882000,2016-08-01 00:00:00
IT,93824000,2016-08-01 00:00:00
NL,86632000,2016-08-01 00:00:00
PK,83894000,2016-08-01 00:00:00
IE,71034000,2016-08-01 00:00:00
SE,69878000,2016-08-01 00:00:00
MY,59198000,2016-08-01 00:00:00
BR,58974000,2016-08-01 00:00:00
JP,58168000,2016-08-01 00:00:00
SG,56232000,2016-08-01 00:00:00
ID,52594000,2016-08-01 00:00:00
NZ,51143000,2016-08-01 00:00:00
ZA,48725000,2016-08-01 00:00:00
ES,42287000,2016-08-01 00:00:00
CN,41698000,2016-08-01 00:00:00
RU,41516000,2016-08-01 00:00:00
PL,38956000,2016-08-01 00:00:00
DK,38635000,2016-08-01 00:00:00
TH,37865000,2016-08-01 00:00:00
MX,34200000,2016-08-01 00:00:00
GR,32232000,2016-08-01 00:00:00
NG,32008000,2016-08-01 00:00:00
FI,30453000,2016-08-01 00:00:00
AE,30123000,2016-08-01 00:00:00
TR,29842000,2016-08-01 00:00:00
NO,29528000,2016-08-01 00:00:00
RO,27817000,2016-08-01 00:00:00
AF,26645000,2016-08-01 00:00:00
HK,26443000,2016-08-01 00:00:00
IL,26134000,2016-08-01 00:00:00
BE,25010000,2016-08-01 00:00:00
BD,24798000,2016-08-01 00:00:00
KR,23376000,2016-08-01 00:00:00
SA,21005000,2016-08-01 00:00:00
CH,20431000,2016-08-01 00:00:00
UA,20058000,2016-08-01 00:00:00
RS,19813000,2016-08-01 00:00:00
--,19034000,2016-08-01 00:00:00
PT,17864000,2016-08-01 00:00:00
CZ,17456000,2016-08-01 00:00:00
AR,17177000,2016-08-01 00:00:00
AT,16865000,2016-08-01 00:00:00
HR,16691000,2016-08-01 00:00:00
HU,16514000,2016-08-01 00:00:00
VN,16191000,2016-08-01 00:00:00
TW,16103000,2016-08-01 00:00:00
BG,14411000,2016-08-01 00:00:00
KE,14111000,2016-08-01 00:00:00
EG,14015000,2016-08-01 00:00:00
LK,11236000,2016-08-01 00:00:00
CO,10166000,2016-08-01 00:00:00
NP,9870000,2016-08-01 00:00:00
CL,9171000,2016-08-01 00:00:00
SI,8967000,2016-08-01 00:00:00
SK,8484000,2016-08-01 00:00:00
GH,7806000,2016-08-01 00:00:00
LT,7086000,2016-08-01 00:00:00
PE,6604000,2016-08-01 00:00:00
EE,6299000,2016-08-01 00:00:00
QA,6175000,2016-08-01 00:00:00
BA,6108000,2016-08-01 00:00:00
MA,5852000,2016-08-01 00:00:00
PR,5835000,2016-08-01 00:00:00
KW,5772000,2016-08-01 00:00:00
VE,5463000,2016-08-01 00:00:00
AL,5251000,2016-08-01 00:00:00
TZ,5124000,2016-08-01 00:00:00
LB,5099000,2016-08-01 00:00:00
MK,5064000,2016-08-01 00:00:00
LV,5039000,2016-08-01 00:00:00
IQ,4465000,2016-08-01 00:00:00
ET,4420000,2016-08-01 00:00:00
GE,4419000,2016-08-01 00:00:00
CY,4275000,2016-08-01 00:00:00
DZ,4182000,2016-08-01 00:00:00
TT,4086000,2016-08-01 00:00:00
JO,3888000,2016-08-01 00:00:00
JM,3818000,2016-08-01 00:00:00
MM,3735000,2016-08-01 00:00:00
CR,3583000,2016-08-01 00:00:00
AZ,3577000,2016-08-01 00:00:00
BH,3473000,2016-08-01 00:00:00
UG,3452000,2016-08-01 00:00:00
DO,3386000,2016-08-01 00:00:00
IS,3366000,2016-08-01 00:00:00
MT,3329000,2016-08-01 00:00:00
OM,3305000,2016-08-01 00:00:00
MU,3054000,2016-08-01 00:00:00
EC,2935000,2016-08-01 00:00:00
PA,2746000,2016-08-01 00:00:00
LU,2665000,2016-08-01 00:00:00
BY,2608000,2016-08-01 00:00:00
KH,2476000,2016-08-01 00:00:00
KZ,2436000,2016-08-01 00:00:00
TN,2423000,2016-08-01 00:00:00
ZW,2307000,2016-08-01 00:00:00
ZM,2238000,2016-08-01 00:00:00
UY,2208000,2016-08-01 00:00:00
AM,2082000,2016-08-01 00:00:00
BN,1952000,2016-08-01 00:00:00
GT,1788000,2016-08-01 00:00:00
ME,1779000,2016-08-01 00:00:00
MN,1778000,2016-08-01 00:00:00
MD,1582000,2016-08-01 00:00:00
SD,1565000,2016-08-01 00:00:00
AO,1398000,2016-08-01 00:00:00
BS,1375000,2016-08-01 00:00:00
SV,1337000,2016-08-01 00:00:00
HN,1237000,2016-08-01 00:00:00
BB,1223000,2016-08-01 00:00:00
BO,1180000,2016-08-01 00:00:00
NA,1176000,2016-08-01 00:00:00
BW,1137000,2016-08-01 00:00:00
CM,1100000,2016-08-01 00:00:00
FJ,1089000,2016-08-01 00:00:00
PS,1063000,2016-08-01 00:00:00
MV,1059000,2016-08-01 00:00:00
PY,909000,2016-08-01 00:00:00
JE,903000,2016-08-01 00:00:00
RW,862000,2016-08-01 00:00:00
SY,861000,2016-08-01 00:00:00
RE,848000,2016-08-01 00:00:00
IM,825000,2016-08-01 00:00:00
LY,803000,2016-08-01 00:00:00
NI,794000,2016-08-01 00:00:00
GU,789000,2016-08-01 00:00:00
MO,777000,2016-08-01 00:00:00
UZ,770000,2016-08-01 00:00:00
MZ,767000,2016-08-01 00:00:00
SO,718000,2016-08-01 00:00:00
GY,717000,2016-08-01 00:00:00
MW,678000,2016-08-01 00:00:00
CI,641000,2016-08-01 00:00:00
SR,589000,2016-08-01 00:00:00
GG,579000,2016-08-01 00:00:00
PG,561000,2016-08-01 00:00:00
BM,548000,2016-08-01 00:00:00
YE,534000,2016-08-01 00:00:00
GP,502000,2016-08-01 00:00:00
SN,493000,2016-08-01 00:00:00
CD,484000,2016-08-01 00:00:00
BT,467000,2016-08-01 00:00:00
LA,453000,2016-08-01 00:00:00
MQ,453000,2016-08-01 00:00:00
CW,446000,2016-08-01 00:00:00
AW,438000,2016-08-01 00:00:00
LR,438000,2016-08-01 00:00:00
LS,435000,2016-08-01 00:00:00
LC,433000,2016-08-01 00:00:00
SL,432000,2016-08-01 00:00:00
BZ,426000,2016-08-01 00:00:00
KY,420000,2016-08-01 00:00:00
KG,374000,2016-08-01 00:00:00
HT,370000,2016-08-01 00:00:00
AG,356000,2016-08-01 00:00:00
MG,335000,2016-08-01 00:00:00
FO,334000,2016-08-01 00:00:00
GI,327000,2016-08-01 00:00:00
VI,321000,2016-08-01 00:00:00
XK,279000,2016-08-01 00:00:00
SC,279000,2016-08-01 00:00:00
BJ,274000,2016-08-01 00:00:00
CU,249000,2016-08-01 00:00:00
GD,245000,2016-08-01 00:00:00
VG,228000,2016-08-01 00:00:00
SZ,219000,2016-08-01 00:00:00
GM,198000,2016-08-01 00:00:00
TM,195000,2016-08-01 00:00:00
DM,190000,2016-08-01 00:00:00
TG,185000,2016-08-01 00:00:00
SS,183000,2016-08-01 00:00:00
SX,180000,2016-08-01 00:00:00
TJ,178000,2016-08-01 00:00:00
KN,164000,2016-08-01 00:00:00
MP,164000,2016-08-01 00:00:00
VC,157000,2016-08-01 00:00:00
GF,151000,2016-08-01 00:00:00
DJ,140000,2016-08-01 00:00:00
ML,139000,2016-08-01 00:00:00
BI,137000,2016-08-01 00:00:00
AX,135000,2016-08-01 00:00:00
GN,132000,2016-08-01 00:00:00
